distance,clock,feature_type,depth_2022,length,width,survey_year,depth_2015,depth_2007
47509.442,01:54:00,Metal Loss,24.0,2.2,2.3,2022,,
47510.177,06:20:00,Metal Loss,19.0,2.8,3.3,2022,,
47511.017,02:21:00,Metal Loss,25.0,3.7,2.8,2022,,
47511.07,03:35:00,Metal Loss,23.0,3.0,5.6,2022,,
47511.132,09:45:00,Metal Loss,21.0,2.6,2.1,2022,,
47511.165,07:16:00,Metal Loss,16.0,1.3,1.8,2022,,
47511.243,04:26:00,Metal Loss,18.0,1.5,1.1,2022,,
47521.411,06:19:00,Metal Loss,54.0,1.3,2.3,2022,,
47521.906,06:40:00,Metal Loss,22.0,1.2,1.3,2022,,
47526.768,05:56:00,Metal Loss,19.0,2.1,2.1,2022,,
47589.626,05:06:00,Metal Loss,19.0,2.3,3.1,2022,,
47590.469,05:51:00,Metal Loss,15.0,4.4,4.2,2022,,
47591.309,07:12:00,Metal Loss,18.0,1.5,3.1,2022,,
47591.378,05:21:00,Metal Loss,15.0,2.7,3.5,2022,,
47732.336,04:24:00,Metal Loss,13.0,1.1,1.0,2022,,
47732.425,05:41:00,Metal Loss,29.0,28.3,27.3,2022,,
47775.925,02:55:00,Metal Loss,12.0,8.1,3.5,2022,,
47778.107,02:37:00,Metal Loss,13.0,8.5,3.0,2022,10.0,
47792.956,02:52:00,Metal Loss,12.0,5.7,2.2,2022,,
47793.996,02:52:00,Metal Loss,13.0,11.0,2.2,2022,,
47880.128,09:46:00,Metal Loss,17.0,19.3,8.7,2022,,
47881.578,04:00:00,Metal Loss,18.0,5.1,5.7,2022,,
47888.98,02:46:00,Metal Loss,14.0,4.1,3.5,2022,,
47889.232,12:52:00,Metal Loss,20.0,12.1,8.1,2022,,
47889.429,05:52:00,Metal Loss,16.0,10.3,6.5,2022,,
47889.531,02:42:00,Metal Loss,15.0,7.3,4.0,2022,,
47890.722,05:10:00,Metal Loss,20.0,4.7,1.8,2022,,
48041.686,08:51:00,Metal Loss,12.0,2.6,2.3,2022,,
48042.53,08:50:00,Metal Loss,13.0,1.3,1.3,2022,,
48068.96,05:54:00,Metal Loss,10.0,6.4,3.4,2022,,
48295.791,12:11:00,Metal Loss,11.0,3.1,2.6,2022,,
48305.164,12:13:00,Metal Loss,11.0,7.0,4.9,2022,,
48311.824,12:17:00,Metal Loss,11.0,5.4,2.2,2022,,
48320.807,12:27:00,Metal Loss,11.0,7.2,1.7,2022,,
48612.789,07:48:00,Metal Loss,11.0,7.0,3.5,2022,12.0,
48624.091,07:26:00,Metal Loss,15.0,20.7,2.5,2022,,
48638.576,07:25:00,Metal Loss,15.0,3.8,1.0,2022,,
48713.346,01:08:00,Metal Loss,12.0,8.3,2.5,2022,,
48716.145,01:04:00,Metal Loss,12.0,11.7,2.0,2022,,
48718.871,07:09:00,Metal Loss,24.0,3.7,3.4,2022,,
48719.052,03:50:00,Metal Loss,19.0,1.8,2.4,2022,,
48719.236,04:46:00,Metal Loss,13.0,3.4,2.2,2022,,
48719.347,05:50:00,Metal Loss,21.0,3.1,5.3,2022,,
48774.255,01:06:00,Metal Loss,13.0,3.5,2.2,2022,,
48777.388,12:55:00,Metal Loss,13.0,13.7,2.4,2022,,
48803.366,02:02:00,Metal Loss,12.0,25.8,5.3,2022,,
48806.893,01:55:00,Metal Loss,12.0,6.8,1.4,2022,,
48869.774,02:35:00,Metal Loss,12.0,7.4,8.4,2022,13.0,
48938.724,09:04:00,Metal Loss,12.0,5.2,3.5,2022,,
48939.738,09:08:00,Metal Loss,12.0,3.5,3.1,2022,,
48962.142,09:10:00,Metal Loss,15.0,4.3,1.9,2022,,
49305.456,07:46:00,Metal Loss,15.0,1.8,2.0,2022,,
49307.247,07:40:00,Metal Loss,13.0,2.2,3.4,2022,,
49311.857,07:43:00,Metal Loss,12.0,9.0,2.1,2022,,
49313.363,07:52:00,Metal Loss,12.0,1.9,2.0,2022,,
49314.124,07:44:00,Metal Loss,13.0,11.0,2.6,2022,,
49316.217,07:58:00,Metal Loss,13.0,1.5,2.3,2022,,
49330.459,12:07:00,Metal Loss,10.0,6.9,3.0,2022,,
49335.453,12:02:00,Metal Loss,11.0,15.7,3.7,2022,,
49337.352,12:24:00,Metal Loss,12.0,3.8,2.3,2022,,
49962.982,05:31:00,Metal Loss,21.0,2.3,2.2,2022,,
50041.67,04:36:00,Metal Loss,15.0,3.8,2.2,2022,,
50112.687,01:13:00,Metal Loss,11.0,4.1,2.6,2022,,
50114.711,01:15:00,Metal Loss,14.0,2.3,1.7,2022,,
50120.62,01:17:00,Metal Loss,14.0,3.0,1.8,2022,,
50282.516,05:23:00,Metal Loss,22.0,1.7,2.2,2022,59.0,
50336.594,07:41:00,Metal Loss,19.0,7.3,2.9,2022,,
50361.811,05:38:00,Metal Loss,16.0,3.4,3.5,2022,,
50361.916,10:19:00,Metal Loss,16.0,13.3,5.8,2022,,
50361.952,02:34:00,Metal Loss,16.0,2.4,2.3,2022,,
50362.001,08:31:00,Metal Loss,19.0,10.2,9.1,2022,,
50362.005,11:46:00,Metal Loss,24.0,2.1,2.8,2022,,
50362.569,11:31:00,Metal Loss,14.0,2.3,2.4,2022,,
50363.123,11:47:00,Metal Loss,17.0,2.9,2.1,2022,,
50363.314,10:11:00,Metal Loss,19.0,1.7,2.0,2022,,
50374.652,07:18:00,Metal Loss,22.0,5.7,3.9,2022,,
50374.692,10:34:00,Metal Loss,14.0,14.5,4.1,2022,,
50376.621,11:21:00,Metal Loss,13.0,2.2,2.2,2022,,
50377.093,11:06:00,Metal Loss,12.0,6.4,2.1,2022,,
50377.815,11:06:00,Metal Loss,11.0,3.3,1.3,2022,,
50378.51,02:47:00,Metal Loss,17.0,6.4,2.7,2022,,
50378.579,11:23:00,Metal Loss,14.0,1.7,1.9,2022,,
50378.937,11:29:00,Metal Loss,14.0,3.0,2.9,2022,,
50379.56,02:36:00,Metal Loss,10.0,2.1,1.3,2022,,
50380.279,11:19:00,Metal Loss,13.0,8.2,2.8,2022,,
50380.597,02:30:00,Metal Loss,21.0,9.6,3.2,2022,,
50381.946,11:04:00,Metal Loss,17.0,4.6,3.0,2022,,
50383.018,11:29:00,Metal Loss,19.0,8.3,3.6,2022,,
50383.32,05:42:00,Metal Loss,14.0,7.8,6.2,2022,,
50383.917,02:40:00,Metal Loss,17.0,3.7,3.9,2022,,
50384.049,08:55:00,Metal Loss,31.0,3.3,3.5,2022,,
50384.281,06:26:00,Metal Loss,11.0,13.5,5.4,2022,,
50384.413,02:44:00,Metal Loss,16.0,14.3,5.8,2022,,
50384.826,09:46:00,Metal Loss,21.0,2.7,2.3,2022,,
50384.905,11:36:00,Metal Loss,17.0,20.6,5.0,2022,,
50385.272,04:56:00,Metal Loss,19.0,2.3,1.6,2022,,
50385.354,09:38:00,Metal Loss,22.0,10.5,2.6,2022,,
50385.646,05:01:00,Metal Loss,27.0,1.9,1.5,2022,,
50386.414,09:39:00,Metal Loss,27.0,13.3,3.7,2022,,
50386.762,04:52:00,Metal Loss,23.0,2.2,1.7,2022,,
50387.139,04:53:00,Metal Loss,20.0,2.1,1.3,2022,,
50387.234,03:07:00,Metal Loss,18.0,3.5,1.9,2022,,
50387.343,12:06:00,Metal Loss,19.0,5.3,1.3,2022,,
50387.661,04:56:00,Metal Loss,21.0,2.1,1.6,2022,,
50387.74,09:11:00,Metal Loss,60.0,28.8,7.2,2022,,
50387.999,12:06:00,Metal Loss,48.0,7.7,3.5,2022,,
50388.077,04:52:00,Metal Loss,22.0,4.2,2.4,2022,,
50388.917,09:57:00,Metal Loss,24.0,1.7,1.3,2022,,
50388.921,04:54:00,Metal Loss,23.0,1.6,1.2,2022,,
50389.291,11:35:00,Metal Loss,24.0,5.3,1.8,2022,,
50389.521,04:50:00,Metal Loss,16.0,0.8,1.9,2022,,
50389.862,09:32:00,Metal Loss,41.0,0.7,1.4,2022,,
50389.977,04:46:00,Metal Loss,19.0,6.1,2.6,2022,,
50390.928,09:22:00,Metal Loss,13.0,6.7,3.4,2022,,
50390.932,02:58:00,Metal Loss,26.0,8.5,9.1,2022,,
50399.137,05:19:00,Metal Loss,23.0,4.6,2.8,2022,,
50671.499,08:32:00,Metal Loss,14.0,0.8,1.3,2022,,15.0
50869.531,03:25:00,Metal Loss,12.0,7.3,4.9,2022,,
51386.549,07:34:00,Metal Loss,27.0,18.9,8.7,2022,,
51387.162,03:27:00,Metal Loss,14.0,3.6,3.6,2022,,
51387.395,05:06:00,Metal Loss,20.0,3.6,3.9,2022,,
51451.923,05:29:00,Metal Loss,12.0,2.4,1.1,2022,,
51452.274,07:06:00,Metal Loss,16.0,2.1,1.5,2022,,
51452.277,02:07:00,Metal Loss,11.0,1.7,1.0,2022,,
51456.024,07:02:00,Metal Loss,16.0,1.9,1.4,2022,,
51456.877,07:04:00,Metal Loss,13.0,2.4,2.0,2022,,
51457.766,07:05:00,Metal Loss,15.0,2.0,1.3,2022,,
51457.89,05:34:00,Metal Loss,12.0,4.1,3.0,2022,,
51458.392,07:14:00,Metal Loss,13.0,2.7,1.3,2022,,
51458.665,05:44:00,Metal Loss,12.0,3.0,2.5,2022,,
51459.449,07:09:00,Metal Loss,18.0,1.3,1.0,2022,,
51598.465,10:36:00,Metal Loss,13.0,8.0,2.1,2022,,
51601.49,10:27:00,Metal Loss,12.0,4.6,2.7,2022,,
51650.659,05:32:00,Metal Loss,28.0,0.6,1.0,2022,10.0,
51757.697,11:23:00,Metal Loss,44.0,5.1,4.8,2022,,
51760.4,04:55:00,Metal Loss,21.0,2.3,2.1,2022,,
51760.807,04:52:00,Metal Loss,15.0,5.1,1.9,2022,,
51796.414,05:38:00,Metal Loss,18.0,2.3,2.2,2022,,
51796.43,07:30:00,Metal Loss,15.0,3.2,2.3,2022,,
51809.249,05:40:00,Metal Loss,32.0,1.7,1.8,2022,,
51981.23,01:19:00,Metal Loss,12.0,9.2,2.7,2022,10.0,
51993.937,01:18:00,Metal Loss,11.0,4.3,1.1,2022,,
52047.592,12:04:00,Metal Loss,14.0,26.9,2.1,2022,,
52052.185,12:06:00,Metal Loss,17.0,3.4,1.7,2022,,
52094.327,03:33:00,Metal Loss Manufacturing Anomaly,16.0,0.7,1.3,2022,,
52094.56,07:03:00,Metal Loss Manufacturing Anomaly,25.0,0.4,1.0,2022,,
52094.925,03:43:00,Metal Loss Manufacturing Anomaly,23.0,0.2,0.7,2022,,
52095.135,03:22:00,Metal Loss Manufacturing Anomaly,32.0,0.2,0.7,2022,,
52103.602,12:54:00,Metal Loss,12.0,7.8,2.9,2022,,
52109.275,01:15:00,Metal Loss,11.0,4.7,2.3,2022,,
52110.066,01:16:00,Metal Loss,11.0,3.0,2.2,2022,,
52119.465,01:04:00,Metal Loss,12.0,5.8,3.5,2022,,
52225.256,03:06:00,Metal Loss,17.0,3.3,1.7,2022,,
52228.054,03:02:00,Metal Loss,13.0,6.4,1.6,2022,,
52229.646,03:16:00,Metal Loss,18.0,8.4,2.8,2022,,
52231.457,03:12:00,Metal Loss,14.0,10.2,4.2,2022,,
52291.444,03:39:00,Metal Loss,19.0,1.1,1.5,2022,,
52371.378,08:05:00,Metal Loss,12.0,3.7,4.2,2022,,
52372.343,08:02:00,Metal Loss,12.0,2.6,1.8,2022,,
52372.91,05:02:00,Metal Loss,21.0,7.6,4.7,2022,,
52373.104,07:34:00,Metal Loss,20.0,1.1,1.6,2022,,
52373.173,08:15:00,Metal Loss,13.0,3.7,1.9,2022,,
52410.367,05:09:00,Metal Loss,13.0,8.7,3.2,2022,,
52410.499,07:18:00,Metal Loss,15.0,13.3,6.2,2022,,
52448.504,07:13:00,Metal Loss,11.0,4.9,1.3,2022,,
52453.691,07:17:00,Metal Loss,17.0,1.1,1.0,2022,,
52453.776,04:17:00,Metal Loss,20.0,2.5,2.9,2022,,
52537.808,10:43:00,Metal Loss,11.0,3.3,2.3,2022,,
52543.166,10:18:00,Metal Loss,12.0,2.8,2.4,2022,,
52936.365,10:22:00,Metal Loss,12.0,11.2,2.8,2022,,
52938.72,10:28:00,Metal Loss,10.0,6.7,1.9,2022,,
52939.501,10:31:00,Metal Loss,13.0,4.1,1.8,2022,,
52942.47,10:23:00,Metal Loss,10.0,4.1,2.0,2022,,
52958.99,10:40:00,Metal Loss,12.0,4.4,2.7,2022,,
53194.613,12:00:00,Metal Loss,26.0,0.6,1.7,2022,10.0,10.0
53195.381,12:02:00,Metal Loss,22.0,0.6,1.2,2022,12.0,12.0
53206.919,09:57:00,Metal Loss,11.0,4.7,1.4,2022,22.0,
53210.489,10:19:00,Metal Loss,12.0,2.9,1.9,2022,,
53314.383,09:00:00,Metal Loss,18.0,9.4,5.0,2022,,
53314.669,04:41:00,Metal Loss,16.0,2.5,2.6,2022,10.0,
53354.908,07:11:00,Metal Loss,20.0,1.9,2.2,2022,,
53355.705,10:51:00,Metal Loss,18.0,0.8,1.1,2022,,
53356.781,11:01:00,Metal Loss,17.0,0.7,2.7,2022,,
53394.649,08:27:00,Metal Loss,13.0,5.7,5.5,2022,,
53394.744,06:13:00,Metal Loss,23.0,15.1,7.3,2022,,
53394.869,02:31:00,Metal Loss,15.0,8.0,4.4,2022,,
53395.597,04:56:00,Metal Loss,24.0,5.7,4.1,2022,,
53475.387,04:29:00,Metal Loss,25.0,2.7,3.4,2022,,
54431.447,10:22:00,Metal Loss,17.0,1.9,3.0,2022,,
54431.942,10:28:00,Metal Loss,11.0,3.1,1.0,2022,,
54433.53,10:37:00,Metal Loss,10.0,7.0,1.7,2022,,
54434.557,10:36:00,Metal Loss,21.0,3.9,1.3,2022,,
54455.026,04:54:00,Metal Loss,14.0,9.0,4.8,2022,,
54565.538,05:51:00,Metal Loss,22.0,2.4,1.9,2022,,
54565.597,04:56:00,Metal Loss,22.0,1.5,1.3,2022,,
54597.654,06:02:00,Metal Loss,22.0,4.3,4.5,2022,,
54597.69,04:51:00,Metal Loss,25.0,1.6,2.2,2022,,
54915.102,10:58:00,Metal Loss,11.0,4.8,1.6,2022,,
55586.936,01:29:00,Metal Loss,21.0,5.4,4.0,2022,,
55624.406,01:29:00,Metal Loss,13.0,9.7,2.1,2022,,
56037.195,02:48:00,Metal Loss,16.0,7.0,1.7,2022,,13.0
56103.238,06:09:00,Metal Loss,13.0,9.9,3.5,2022,,
56105.033,06:05:00,Metal Loss,16.0,7.1,2.2,2022,,
56106.086,06:06:00,Metal Loss,12.0,11.5,2.4,2022,,
56107.343,06:03:00,Metal Loss,20.0,4.1,1.9,2022,,
56108.386,06:04:00,Metal Loss,13.0,3.4,1.0,2022,,
56110.108,06:05:00,Metal Loss,26.0,3.3,2.7,2022,,
56116.762,05:52:00,Metal Loss,11.0,5.2,1.7,2022,,
56276.837,02:41:00,Metal Loss,16.0,5.0,4.2,2022,,
56278.835,02:41:00,Metal Loss,16.0,6.1,3.2,2022,,
56279.711,02:39:00,Metal Loss,16.0,8.2,3.0,2022,,
56281.919,02:41:00,Metal Loss,14.0,14.1,3.9,2022,,
56283.425,02:35:00,Metal Loss,17.0,11.2,3.0,2022,,
56286.076,02:46:00,Metal Loss,15.0,10.3,2.8,2022,,
56287.638,02:39:00,Metal Loss,13.0,5.6,2.9,2022,,
56290.692,02:34:00,Metal Loss,12.0,8.6,3.6,2022,,
56292.598,02:26:00,Metal Loss,16.0,7.9,1.7,2022,,
56294.249,02:16:00,Metal Loss,10.0,7.9,1.9,2022,,
56537.53,05:33:00,Metal Loss,17.0,4.6,3.5,2022,,
56608.871,06:24:00,Metal Loss,15.0,1.9,1.0,2022,,
56734.35,04:51:00,Metal Loss,14.0,2.4,1.7,2022,,
56789.265,05:42:00,Metal Loss Manufacturing Anomaly,34.0,1.2,1.8,2022,,
56840.801,07:01:00,Metal Loss,13.0,3.5,2.8,2022,10.0,
56841.053,09:19:00,Metal Loss,18.0,5.8,2.7,2022,,
56841.716,09:13:00,Metal Loss,15.0,8.8,4.8,2022,11.0,
56842.415,02:48:00,Metal Loss,18.0,22.7,7.4,2022,,
56842.621,10:06:00,Metal Loss,24.0,32.2,9.3,2022,,
56842.625,04:33:00,Metal Loss,14.0,6.9,4.1,2022,,
56845.531,10:29:00,Metal Loss,28.0,3.4,2.0,2022,14.0,
56846.132,10:23:00,Metal Loss,24.0,19.4,3.7,2022,11.0,
56937.71,01:31:00,Metal Loss,18.0,9.4,8.3,2022,,
56938.071,09:33:00,Metal Loss,22.0,1.5,2.1,2022,,
56938.363,06:23:00,Metal Loss,18.0,2.0,2.3,2022,,
56939.511,06:35:00,Metal Loss,16.0,1.6,2.0,2022,,
56979.462,08:10:00,Metal Loss,28.0,1.6,1.7,2022,18.0,
56979.843,09:27:00,Metal Loss,25.0,5.6,5.3,2022,10.0,
56986.398,06:50:00,Metal Loss,17.0,2.7,1.9,2022,,
56987.562,07:12:00,Metal Loss,21.0,5.6,4.4,2022,,
56988.665,06:57:00,Metal Loss,17.0,1.5,1.2,2022,,
56993.173,06:37:00,Metal Loss,13.0,4.9,3.5,2022,,
56995.581,06:51:00,Metal Loss,16.0,6.1,3.5,2022,,
56995.925,05:24:00,Metal Loss,13.0,4.8,1.3,2022,,
56996.316,07:02:00,Metal Loss,12.0,3.2,1.3,2022,,
56996.952,05:17:00,Metal Loss,18.0,12.5,3.7,2022,,
56997.94,06:51:00,Metal Loss,15.0,6.3,1.9,2022,,
56998.671,06:26:00,Metal Loss,18.0,10.4,8.9,2022,,
57000.033,06:01:00,Metal Loss,19.0,7.8,7.3,2022,,
57001.493,05:35:00,Metal Loss,14.0,3.3,1.4,2022,,
57002.717,05:35:00,Metal Loss,13.0,3.0,1.0,2022,,
57003.212,05:52:00,Metal Loss,14.0,1.5,1.1,2022,,
57003.973,05:55:00,Metal Loss,11.0,2.5,1.3,2022,,
57007.411,12:37:00,Metal Loss,20.0,4.8,1.9,2022,,
57008.192,12:37:00,Metal Loss,20.0,0.7,0.3,2022,,
57014.35,06:51:00,Metal Loss,16.0,2.6,2.3,2022,,
57017.877,06:08:00,Metal Loss,12.0,4.5,2.6,2022,,
57019.678,09:17:00,Metal Loss,21.0,2.2,1.9,2022,,
57019.882,01:58:00,Metal Loss,16.0,2.4,2.3,2022,,
57022.726,09:37:00,Metal Loss,21.0,5.6,1.9,2022,,
57023.507,09:33:00,Metal Loss,17.0,5.2,2.3,2022,,
57024.308,09:37:00,Metal Loss,15.0,3.3,1.9,2022,,
57024.757,09:30:00,Metal Loss,16.0,3.7,2.1,2022,,
57024.885,12:21:00,Metal Loss,31.0,2.9,6.4,2022,,
57025.344,09:31:00,Metal Loss,20.0,3.3,2.7,2022,,
57026.027,09:35:00,Metal Loss,24.0,9.2,2.8,2022,,
57027.169,09:37:00,Metal Loss,24.0,8.6,2.0,2022,,
57028.776,09:38:00,Metal Loss,19.0,7.6,2.2,2022,,
57030.092,09:39:00,Metal Loss,20.0,3.4,3.4,2022,,
57030.719,09:35:00,Metal Loss,20.0,1.5,1.3,2022,,
57031.299,09:41:00,Metal Loss,25.0,0.8,1.3,2022,,
57031.696,09:48:00,Metal Loss,35.0,5.7,4.2,2022,,
57031.85,04:43:00,Metal Loss,23.0,2.2,1.7,2022,,
57032.762,09:38:00,Metal Loss,27.0,3.5,3.3,2022,,
57033.533,09:41:00,Metal Loss,28.0,4.3,3.5,2022,,
57035.456,09:31:00,Metal Loss,28.0,4.1,3.1,2022,,
57042.021,10:02:00,Metal Loss,26.0,5.3,3.2,2022,,
57042.795,10:05:00,Metal Loss,23.0,11.3,3.2,2022,,
57044.931,09:57:00,Metal Loss,18.0,2.4,1.5,2022,,
57045.459,10:15:00,Metal Loss,19.0,3.1,2.1,2022,,
57046.257,10:02:00,Metal Loss,17.0,2.1,2.0,2022,,
57049.393,10:11:00,Metal Loss,15.0,2.8,1.5,2022,,
57049.898,05:12:00,Metal Loss,13.0,2.9,1.8,2022,,
57049.948,09:58:00,Metal Loss,19.0,2.0,3.3,2022,,
57050.331,10:05:00,Metal Loss,17.0,3.0,2.8,2022,,
57050.633,05:00:00,Metal Loss,14.0,1.9,1.8,2022,,
57050.988,10:09:00,Metal Loss,23.0,7.3,3.8,2022,,
57051.106,04:33:00,Metal Loss,19.0,3.9,5.4,2022,,
57052.359,10:01:00,Metal Loss,21.0,2.4,2.9,2022,,
57052.871,10:01:00,Metal Loss,15.0,3.7,2.2,2022,,
57052.963,06:00:00,Metal Loss,12.0,13.4,3.4,2022,,
57054.386,10:15:00,Metal Loss,16.0,1.3,1.3,2022,,
57054.987,10:15:00,Metal Loss,14.0,1.5,1.3,2022,,
57074.006,10:02:00,Metal Loss,13.0,6.0,3.0,2022,,
57103.435,05:22:00,Metal Loss,18.0,3.7,3.2,2022,,
57402.346,10:26:00,Metal Loss,14.0,2.7,5.9,2022,,
